shape,hand,shape_name,ukeire_tiles,ukeire_type_count,ukeire_count,fixed_ryanmen_count,improve_neighbor_count,max_neighbor_ukeire_count,avg_neighbor_ukeire_count,score,distance_to_final,neighbor_count,neighbors
112229m,112229m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,2,8,4.461538,"(4, 2, 2, 8, 4.46154)",1,13,112222m 112223m 112224m 112225m 112226m 112227m 112228m 112239m 122229m 122239m 122279m 122289m 122299m
112347m,112347m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,11,11,5.826087,"(4, 2, 11, 11, 5.82609)",1,23,112234m 112237m 112334m 112337m 112344m 112345m 112346m 112348m 112349m 112357m 112367m 112377m 112378m 112379m 113457m 122347m 123347m 123447m 123457m 123467m 123477m 123478m 123479m
112348m,112348m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,10,11,5.727273,"(4, 2, 10, 11, 5.72727)",1,22,112234m 112238m 112334m 112338m 112344m 112345m 112346m 112347m 112349m 112368m 112378m 112388m 112389m 113458m 122348m 123348m 123448m 123458m 123468m 123478m 123488m 123489m
112349m,112349m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,7,11,5.238095,"(4, 2, 7, 11, 5.2381)",1,21,112234m 112239m 112334m 112339m 112344m 112345m 112346m 112347m 112348m 112379m 112389m 112399m 113459m 122349m 123349m 123449m 123459m 123469m 123479m 123489m 123499m
112355m,112355m33z,メンツ＋トイツ＋不要牌,5m 3z,2,4,0,9,12,6.687500,"(4, 2, 9, 12, 6.6875)",1,16,111235m 111255m 111355m 112235m 112335m 112345m 112356m 112357m 113455m 122355m 123355m 123455m 123556m 123557m 123558m 123559m
112366m,112366m33z,メンツ＋トイツ＋不要牌,6m 3z,2,4,0,8,12,6.312500,"(4, 2, 8, 12, 6.3125)",1,16,111236m 111266m 111366m 112236m 112336m 112346m 112356m 112367m 112368m 122366m 123366m 123466m 123566m 123667m 123668m 123669m
112377m,112377m33z,メンツ＋トイツ＋不要牌,7m 3z,2,4,0,7,12,5.941176,"(4, 2, 7, 12, 5.94118)",1,17,111237m 111277m 111377m 112237m 112337m 112347m 112357m 112367m 112378m 112379m 122377m 123377m 123477m 123577m 123677m 123778m 123779m
112388m,112388m33z,メンツ＋トイツ＋不要牌,8m 3z,2,4,0,5,12,5.312500,"(4, 2, 5, 12, 5.3125)",1,16,111238m 111288m 111388m 112238m 112338m 112348m 112368m 112378m 112389m 122388m 123388m 123488m 123588m 123688m 123788m 123889m
112399m,112399m33z,メンツ＋トイツ＋不要牌,9m 3z,2,4,0,3,8,4.600000,"(4, 2, 3, 8, 4.6)",1,15,111239m 111299m 111399m 112239m 112339m 112349m 112379m 112389m 122399m 123399m 123499m 123599m 123699m 123799m 123899m
113334m,113334m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,7,11,6.571429,"(4, 2, 7, 11, 6.57143)",1,14,112333m 112334m 113333m 113335m 113336m 113337m 113338m 113339m 113345m 123334m 133334m 133344m 133345m 133346m
113335m,113335m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,8,11,6.200000,"(4, 2, 8, 11, 6.2)",2,15,112333m 112335m 113333m 113334m 113336m 113337m 113338m 113339m 113345m 123335m 133335m 133345m 133355m 133356m 133357m
113336m,113336m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,4,8,4.933333,"(4, 2, 4, 8, 4.93333)",2,15,112333m 112336m 113333m 113334m 113335m 113337m 113338m 113339m 123336m 133336m 133346m 133356m 133366m 133367m 133368m
113337m,113337m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,4,8,4.933333,"(4, 2, 4, 8, 4.93333)",2,15,112333m 112337m 113333m 113334m 113335m 113336m 113338m 113339m 123337m 133337m 133357m 133367m 133377m 133378m 133379m
113338m,113338m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,3,8,4.714286,"(4, 2, 3, 8, 4.71429)",2,14,112333m 112338m 113333m 113334m 113335m 113336m 113337m 113339m 123338m 133338m 133368m 133378m 133388m 133389m
113339m,113339m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,2,8,4.461538,"(4, 2, 2, 8, 4.46154)",2,13,112333m 112339m 113333m 113334m 113335m 113336m 113337m 113338m 123339m 133339m 133379m 133389m 133399m
113445m,113445m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,10,11,6.500000,"(4, 2, 10, 11, 6.5)",1,16,112344m 112345m 113345m 113444m 113455m 113456m 113457m 113458m 113459m 114445m 114456m 123445m 133445m 134445m 134455m 134456m
113455m,113455m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,9,11,6.470588,"(4, 2, 9, 11, 6.47059)",1,17,112345m 112355m 113345m 113445m 113456m 113457m 113458m 113459m 113555m 114555m 114556m 123455m 133455m 134455m 134555m 134556m 134557m
113457m,113457m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,7,11,5.833333,"(4, 2, 7, 11, 5.83333)",1,18,112345m 112347m 112357m 113345m 113445m 113455m 113456m 113458m 113459m 113567m 114567m 123457m 133457m 134557m 134567m 134577m 134578m 134579m
113458m,113458m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,6,11,5.733333,"(4, 2, 6, 11, 5.73333)",1,15,112345m 112348m 113345m 113445m 113455m 113456m 113457m 113459m 114568m 123458m 133458m 134568m 134578m 134588m 134589m
113459m,113459m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,4,11,5.200000,"(4, 2, 4, 11, 5.2)",1,15,112345m 112349m 113345m 113445m 113455m 113456m 113457m 113458m 114569m 123459m 133459m 134569m 134579m 134589m 134599m
114444m,114444m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,4,8,5.454545,"(4, 2, 4, 8, 5.45455)",1,11,112444m 113444m 114445m 114446m 114447m 114448m 114449m 124444m 134444m 144445m 144446m
114445m,114445m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,5,8,5.200000,"(4, 2, 5, 8, 5.2)",1,15,112444m 113444m 113445m 114444m 114446m 114447m 114448m 114449m 114456m 124445m 134445m 144445m 144455m 144456m 144457m
114446m,114446m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,4,8,5.000000,"(4, 2, 4, 8, 5)",1,15,112444m 113444m 114444m 114445m 114447m 114448m 114449m 114456m 124446m 134446m 144446m 144456m 144466m 144467m 144468m
114447m,114447m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,4,8,5.142857,"(4, 2, 4, 8, 5.14286)",1,14,112444m 113444m 114444m 114445m 114446m 114448m 114449m 124447m 134447m 144457m 144467m 144477m 144478m 144479m
114448m,114448m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,3,8,4.923077,"(4, 2, 3, 8, 4.92308)",1,13,112444m 113444m 114444m 114445m 114446m 114447m 114449m 124448m 134448m 144468m 144478m 144488m 144489m
114449m,114449m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,2,8,4.666667,"(4, 2, 2, 8, 4.66667)",1,12,112444m 113444m 114444m 114445m 114446m 114447m 114448m 124449m 134449m 144479m 144489m 144499m
114456m,114456m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,5,8,5.000000,"(4, 2, 5, 8, 5)",1,16,112456m 113445m 113456m 114445m 114446m 114556m 114566m 114567m 114568m 114569m 124456m 134456m 144456m 144556m 144566m 144567m
114555m,114555m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,4,8,5.000000,"(4, 2, 4, 8, 5)",1,14,112555m 113455m 113555m 114556m 115555m 115556m 115557m 115558m 115559m 124555m 134555m 144555m 145555m 145556m
114556m,114556m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,6,11,5.352941,"(4, 2, 6, 11, 5.35294)",1,17,112456m 113455m 113456m 114456m 114555m 114566m 114567m 114568m 114569m 115556m 115567m 124556m 134556m 144556m 145556m 145566m 145567m
114566m,114566m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,6,8,5.176471,"(4, 2, 6, 8, 5.17647)",1,17,112456m 113456m 114456m 114556m 114567m 114568m 114569m 114666m 115666m 115667m 124566m 134566m 144566m 145566m 145666m 145667m 145668m
114567m,114567m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,8,11,5.500000,"(4, 2, 8, 11, 5.5)",1,24,112456m 112567m 113456m 113457m 113567m 114456m 114556m 114566m 114568m 114569m 114678m 115567m 115667m 115677m 115678m 115679m 124567m 134567m 144567m 145567m 145667m 145677m 145678m 145679m
114568m,114568m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,4,11,5.187500,"(4, 2, 4, 11, 5.1875)",1,16,112456m 113456m 113458m 114456m 114556m 114566m 114567m 114569m 114678m 115678m 124568m 134568m 145668m 145678m 145688m 145689m
114569m,114569m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,2,8,4.571429,"(4, 2, 2, 8, 4.57143)",1,14,112456m 113456m 113459m 114456m 114556m 114566m 114567m 114568m 115679m 124569m 134569m 145679m 145689m 145699m
114666m,114666m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,4,8,5.153846,"(4, 2, 4, 8, 5.15385)",1,13,112666m 113666m 114566m 115666m 116666m 116667m 116668m 116669m 124666m 134666m 144666m 145666m 146666m
114678m,114678m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,4,11,5.187500,"(4, 2, 4, 11, 5.1875)",1,16,112678m 113678m 114567m 114568m 114789m 115678m 116678m 116778m 116788m 116789m 124678m 134678m 144678m 145678m 146678m 146789m
114777m,114777m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,4,8,5.333333,"(4, 2, 4, 8, 5.33333)",1,12,112777m 113777m 115777m 116777m 117777m 117778m 117779m 124777m 134777m 144777m 145777m 146777m
114789m,114789m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,4,8,5.230769,"(4, 2, 4, 8, 5.23077)",1,13,112789m 113789m 114678m 115789m 116789m 117789m 117889m 117899m 124789m 134789m 144789m 145789m 146789m
114888m,114888m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,4,8,5.333333,"(4, 2, 4, 8, 5.33333)",1,12,112888m 113888m 115888m 116888m 117888m 118888m 118889m 124888m 134888m 144888m 145888m 146888m
114999m,114999m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,4,8,5.333333,"(4, 2, 4, 8, 5.33333)",1,12,112999m 113999m 115999m 116999m 117999m 118999m 119999m 124999m 134999m 144999m 145999m 146999m
115555m,115555m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,5,8,5.666667,"(4, 2, 5, 8, 5.66667)",1,12,112555m 113555m 114555m 115556m 115557m 115558m 115559m 125555m 135555m 145555m 155556m 155557m
115556m,115556m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,4,8,4.875000,"(4, 2, 4, 8, 4.875)",1,16,112555m 113555m 114555m 114556m 115555m 115557m 115558m 115559m 115567m 125556m 135556m 145556m 155556m 155566m 155567m 155568m
115557m,115557m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,4,8,5.000000,"(4, 2, 4, 8, 5)",1,15,112555m 113555m 114555m 115555m 115556m 115558m 115559m 115567m 125557m 135557m 155557m 155567m 155577m 155578m 155579m
115558m,115558m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,3,8,4.923077,"(4, 2, 3, 8, 4.92308)",1,13,112555m 113555m 114555m 115555m 115556m 115557m 115559m 125558m 135558m 155568m 155578m 155588m 155589m
115559m,115559m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,2,8,4.666667,"(4, 2, 2, 8, 4.66667)",1,12,112555m 113555m 114555m 115555m 115556m 115557m 115558m 125559m 135559m 155579m 155589m 155599m
115567m,115567m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,6,8,5.176471,"(4, 2, 6, 8, 5.17647)",1,17,112567m 113567m 114556m 114567m 115556m 115557m 115667m 115677m 115678m 115679m 125567m 135567m 145567m 155567m 155667m 155677m 155678m
115666m,115666m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,5,8,5.200000,"(4, 2, 5, 8, 5.2)",1,15,112666m 113666m 114566m 114666m 115667m 116666m 116667m 116668m 116669m 125666m 135666m 145666m 155666m 156666m 156667m
115667m,115667m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,6,8,5.055556,"(4, 2, 6, 8, 5.05556)",1,18,112567m 113567m 114566m 114567m 115567m 115666m 115677m 115678m 115679m 116667m 116678m 125667m 135667m 145667m 155667m 156667m 156677m 156678m
115677m,115677m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,5,8,4.888889,"(4, 2, 5, 8, 4.88889)",1,18,112567m 113567m 114567m 115567m 115667m 115678m 115679m 115777m 116777m 116778m 125677m 135677m 145677m 155677m 156677m 156777m 156778m 156779m
115678m,115678m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,9,11,5.500000,"(4, 2, 9, 11, 5.5)",1,24,112567m 112678m 113567m 113678m 114567m 114568m 114678m 115567m 115667m 115677m 115679m 115789m 116678m 116778m 116788m 116789m 125678m 135678m 145678m 155678m 156678m 156778m 156788m 156789m
115679m,115679m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,3,8,4.687500,"(4, 2, 3, 8, 4.6875)",1,16,112567m 113567m 114567m 114569m 115567m 115667m 115677m 115678m 115789m 116789m 125679m 135679m 145679m 156779m 156789m 156799m
115777m,115777m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,5,8,5.357143,"(4, 2, 5, 8, 5.35714)",1,14,112777m 113777m 114777m 115677m 116777m 117777m 117778m 117779m 125777m 135777m 145777m 155777m 156777m 157777m
115789m,115789m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,5,8,5.266667,"(4, 2, 5, 8, 5.26667)",1,15,112789m 113789m 114789m 115678m 115679m 116789m 117789m 117889m 117899m 125789m 135789m 145789m 155789m 156789m 157789m
115888m,115888m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,5,8,5.538462,"(4, 2, 5, 8, 5.53846)",1,13,112888m 113888m 114888m 116888m 117888m 118888m 118889m 125888m 135888m 145888m 155888m 156888m 157888m
115999m,115999m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,5,8,5.538462,"(4, 2, 5, 8, 5.53846)",1,13,112999m 113999m 114999m 116999m 117999m 118999m 119999m 125999m 135999m 145999m 155999m 156999m 157999m
116666m,116666m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,4,8,5.230769,"(4, 2, 4, 8, 5.23077)",1,13,112666m 113666m 114666m 115666m 116667m 116668m 116669m 126666m 136666m 146666m 156666m 166667m 166668m
116667m,116667m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,4,8,4.875000,"(4, 2, 4, 8, 4.875)",1,16,112666m 113666m 114666m 115666m 115667m 116666m 116668m 116669m 116678m 126667m 136667m 156667m 166667m 166677m 166678m 166679m
116668m,116668m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,3,8,4.785714,"(4, 2, 3, 8, 4.78571)",1,14,112666m 113666m 114666m 115666m 116666m 116667m 116669m 116678m 126668m 136668m 166668m 166678m 166688m 166689m
116669m,116669m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,2,8,4.666667,"(4, 2, 2, 8, 4.66667)",1,12,112666m 113666m 114666m 115666m 116666m 116667m 116668m 126669m 136669m 166679m 166689m 166699m
116678m,116678m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,5,8,4.888889,"(4, 2, 5, 8, 4.88889)",1,18,112678m 113678m 114678m 115667m 115678m 116667m 116668m 116778m 116788m 116789m 126678m 136678m 146678m 156678m 166678m 166778m 166788m 166789m
116777m,116777m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,4,8,4.875000,"(4, 2, 4, 8, 4.875)",1,16,112777m 113777m 114777m 115677m 115777m 116778m 117777m 117778m 117779m 126777m 136777m 146777m 156777m 166777m 167777m 167778m
116778m,116778m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,6,8,5.055556,"(4, 2, 6, 8, 5.05556)",1,18,112678m 113678m 114678m 115677m 115678m 116678m 116777m 116788m 116789m 117778m 117789m 126778m 136778m 156778m 166778m 167778m 167788m 167789m
116788m,116788m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,4,8,4.705882,"(4, 2, 4, 8, 4.70588)",1,17,112678m 113678m 114678m 115678m 116678m 116778m 116789m 116888m 117888m 117889m 126788m 136788m 156788m 166788m 167788m 167888m 167889m
116789m,116789m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,6,8,4.913043,"(4, 2, 6, 8, 4.91304)",1,23,112678m 112789m 113678m 113789m 114678m 114789m 115678m 115679m 115789m 116678m 116778m 116788m 117789m 117889m 117899m 126789m 136789m 146789m 156789m 166789m 167789m 167889m 167899m
116888m,116888m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,4,8,5.000000,"(4, 2, 4, 8, 5)",1,15,112888m 113888m 114888m 115888m 116788m 117888m 118888m 118889m 126888m 136888m 146888m 156888m 166888m 167888m 168888m
116999m,116999m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,4,8,5.142857,"(4, 2, 4, 8, 5.14286)",1,14,112999m 113999m 114999m 115999m 117999m 118999m 119999m 126999m 136999m 146999m 156999m 166999m 167999m 168999m
117777m,117777m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,4,8,5.230769,"(4, 2, 4, 8, 5.23077)",1,13,112777m 113777m 114777m 115777m 116777m 117778m 117779m 127777m 137777m 157777m 167777m 177778m 177779m
117778m,117778m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,3,8,4.666667,"(4, 2, 3, 8, 4.66667)",1,15,112777m 113777m 114777m 115777m 116777m 116778m 117777m 117779m 117789m 127778m 137778m 167778m 177778m 177788m 177789m
117779m,117779m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,2,8,4.538462,"(4, 2, 2, 8, 4.53846)",1,13,112777m 113777m 114777m 115777m 116777m 117777m 117778m 117789m 127779m 137779m 177779m 177789m 177799m
117789m,117789m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,4,8,4.705882,"(4, 2, 4, 8, 4.70588)",1,17,112789m 113789m 114789m 115789m 116778m 116789m 117778m 117779m 117889m 117899m 127789m 137789m 157789m 167789m 177789m 177889m 177899m
117888m,117888m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,4,8,4.875000,"(4, 2, 4, 8, 4.875)",1,16,112888m 113888m 114888m 115888m 116788m 116888m 117889m 118888m 118889m 127888m 137888m 157888m 167888m 177888m 178888m 178889m
117889m,117889m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,3,8,4.500000,"(4, 2, 3, 8, 4.5)",1,16,112789m 113789m 114789m 115789m 116788m 116789m 117789m 117888m 117899m 118889m 127889m 137889m 167889m 177889m 178889m 178899m
117899m,117899m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,3,8,4.600000,"(4, 2, 3, 8, 4.6)",1,15,112789m 113789m 114789m 115789m 116789m 117789m 117889m 117999m 118999m 127899m 137899m 167899m 177899m 178899m 178999m
117999m,117999m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,4,8,5.000000,"(4, 2, 4, 8, 5)",1,15,112999m 113999m 114999m 115999m 116999m 117899m 118999m 119999m 127999m 137999m 157999m 167999m 177999m 178999m 179999m
118888m,118888m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,3,8,5.000000,"(4, 2, 3, 8, 5)",1,12,112888m 113888m 114888m 115888m 116888m 117888m 118889m 128888m 138888m 168888m 178888m 188889m
118889m,118889m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,2,8,4.538462,"(4, 2, 2, 8, 4.53846)",1,13,112888m 113888m 114888m 115888m 116888m 117888m 117889m 118888m 128889m 138889m 178889m 188889m 188899m
118999m,118999m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,3,8,4.785714,"(4, 2, 3, 8, 4.78571)",1,14,112999m 113999m 114999m 115999m 116999m 117899m 117999m 119999m 128999m 138999m 168999m 178999m 188999m 189999m
119999m,119999m33z,メンツ＋トイツ＋不要牌,1m 3z,2,4,0,2,8,4.727273,"(4, 2, 2, 8, 4.72727)",1,11,112999m 113999m 114999m 115999m 116999m 117999m 118999m 129999m 139999m 179999m 189999m
122244m,122244m33z,メンツ＋トイツ＋不要牌,4m 3z,2,4,0,7,12,6.846154,"(4, 2, 7, 12, 6.84615)",1,13,112224m 122224m 122234m 122245m 122246m 122344m 222244m 222344m 222445m 222446m 222447m 222448m 222449m
122255m,122255m33z,メンツ＋トイツ＋不要牌,5m 3z,2,4,0,7,12,6.500000,"(4, 2, 7, 12, 6.5)",1,14,112225m 122225m 122235m 122245m 122256m 122257m 122355m 222255m 222355m 222455m 222556m 222557m 222558m 222559m
122266m,122266m33z,メンツ＋トイツ＋不要牌,6m 3z,2,4,0,6,12,6.066667,"(4, 2, 6, 12, 6.06667)",1,15,112226m 122226m 122236m 122246m 122256m 122267m 122268m 122366m 222266m 222366m 222466m 222566m 222667m 222668m 222669m
122277m,122277m33z,メンツ＋トイツ＋不要牌,7m 3z,2,4,0,6,12,6.066667,"(4, 2, 6, 12, 6.06667)",1,15,112227m 122227m 122237m 122257m 122267m 122278m 122279m 122377m 222277m 222377m 222477m 222577m 222677m 222778m 222779m
122288m,122288m33z,メンツ＋トイツ＋不要牌,8m 3z,2,4,0,4,12,5.357143,"(4, 2, 4, 12, 5.35714)",1,14,112228m 122228m 122238m 122268m 122278m 122289m 122388m 222288m 222388m 222488m 222588m 222688m 222788m 222889m
122299m,122299m33z,メンツ＋トイツ＋不要牌,9m 3z,2,4,0,2,8,4.538462,"(4, 2, 2, 8, 4.53846)",1,13,112229m 122229m 122239m 122279m 122289m 122399m 222299m 222399m 222499m 222599m 222699m 222799m 222899m
122355m,122355m33z,メンツ＋トイツ＋不要牌,5m 3z,2,4,0,10,12,6.812500,"(4, 2, 10, 12, 6.8125)",1,16,112235m 112355m 122235m 122255m 122335m 122345m 122356m 122357m 123355m 123455m 123556m 123557m 123558m 123559m 222355m 223455m
122366m,122366m33z,メンツ＋トイツ＋不要牌,6m 3z,2,4,0,8,12,6.117647,"(4, 2, 8, 12, 6.11765)",1,17,112236m 112366m 122236m 122266m 122336m 122346m 122356m 122367m 122368m 123366m 123466m 123566m 123667m 123668m 123669m 222366m 223466m
122377m,122377m33z,メンツ＋トイツ＋不要牌,7m 3z,2,4,0,7,12,5.777778,"(4, 2, 7, 12, 5.77778)",1,18,112237m 112377m 122237m 122277m 122337m 122347m 122357m 122367m 122378m 122379m 123377m 123477m 123577m 123677m 123778m 123779m 222377m 223477m
122388m,122388m33z,メンツ＋トイツ＋不要牌,8m 3z,2,4,0,5,12,5.176471,"(4, 2, 5, 12, 5.17647)",1,17,112238m 112388m 122238m 122288m 122338m 122348m 122368m 122378m 122389m 123388m 123488m 123588m 123688m 123788m 123889m 222388m 223488m
122399m,122399m33z,メンツ＋トイツ＋不要牌,9m 3z,2,4,0,3,8,4.500000,"(4, 2, 3, 8, 4.5)",1,16,112239m 112399m 122239m 122299m 122339m 122349m 122379m 122389m 123399m 123499m 123599m 123699m 123799m 123899m 222399m 223499m
123366m,123366m33z,メンツ＋トイツ＋不要牌,6m 3z,2,4,0,8,12,6.117647,"(4, 2, 8, 12, 6.11765)",1,17,112336m 112366m 122336m 122366m 123336m 123346m 123356m 123367m 123368m 123466m 123566m 123667m 123668m 123669m 133366m 233366m 233466m
123377m,123377m33z,メンツ＋トイツ＋不要牌,7m 3z,2,4,0,9,12,6.222222,"(4, 2, 9, 12, 6.22222)",1,18,112337m 112377m 122337m 122377m 123337m 123347m 123357m 123367m 123378m 123379m 123477m 123577m 123677m 123778m 123779m 133377m 233377m 233477m
123388m,123388m33z,メンツ＋トイツ＋不要牌,8m 3z,2,4,0,6,12,5.333333,"(4, 2, 6, 12, 5.33333)",1,18,112338m 112388m 122338m 122388m 123338m 123348m 123358m 123368m 123378m 123389m 123488m 123588m 123688m 123788m 123889m 133388m 233388m 233488m
123399m,123399m33z,メンツ＋トイツ＋不要牌,9m 3z,2,4,0,4,8,4.705882,"(4, 2, 4, 8, 4.70588)",1,17,112339m 112399m 122339m 122399m 123339m 123349m 123359m 123379m 123389m 123499m 123599m 123699m 123799m 123899m 133399m 233399m 233499m
123447m,123447m33z,メンツ＋トイツ＋不要牌,4m 3z,2,4,0,13,11,6.227273,"(4, 2, 13, 11, 6.22727)",1,22,112344m 112347m 122344m 122347m 123344m 123347m 123445m 123446m 123448m 123449m 123457m 123467m 123477m 123478m 123479m 223447m 233447m 234457m 234467m 234477m 234478m 234479m
123448m,123448m33z,メンツ＋トイツ＋不要牌,4m 3z,2,4,0,13,11,6.227273,"(4, 2, 13, 11, 6.22727)",1,22,112344m 112348m 122344m 122348m 123344m 123348m 123445m 123446m 123447m 123449m 123458m 123468m 123478m 123488m 123489m 223448m 233448m 234458m 234468m 234478m 234488m 234489m
123449m,123449m33z,メンツ＋トイツ＋不要牌,4m 3z,2,4,0,9,11,5.500000,"(4, 2, 9, 11, 5.5)",1,22,112344m 112349m 122344m 122349m 123344m 123349m 123445m 123446m 123447m 123448m 123459m 123469m 123479m 123489m 123499m 223449m 233449m 234459m 234469m 234479m 234489m 234499m
123477m,123477m33z,メンツ＋トイツ＋不要牌,7m 3z,2,4,0,12,12,6.652174,"(4, 2, 12, 12, 6.65217)",1,23,112347m 112377m 122347m 122377m 123347m 123377m 123447m 123457m 123467m 123478m 123479m 123577m 123677m 123778m 123779m 134577m 223477m 233477m 234477m 234577m 234677m 234778m 234779m
123488m,123488m33z,メンツ＋トイツ＋不要牌,8m 3z,2,4,0,10,12,5.956522,"(4, 2, 10, 12, 5.95652)",1,23,112348m 112388m 122348m 122388m 123348m 123388m 123448m 123458m 123468m 123478m 123489m 123588m 123688m 123788m 123889m 134588m 223488m 233488m 234488m 234588m 234688m 234788m 234889m
123499m,123499m33z,メンツ＋トイツ＋不要牌,9m 3z,2,4,0,6,8,4.913043,"(4, 2, 6, 8, 4.91304)",1,23,112349m 112399m 122349m 122399m 123349m 123399m 123449m 123459m 123469m 123479m 123489m 123599m 123699m 123799m 123899m 134599m 223499m 233499m 234499m 234599m 234699m 234799m 234899m
123558m,123558m33z,メンツ＋トイツ＋不要牌,5m 3z,2,4,0,7,12,6.428571,"(4, 2, 7, 12, 6.42857)",1,14,112355m 122355m 123355m 123358m 123455m 123458m 123556m 123557m 123559m 123568m 123578m 123588m 123589m 234558m
123559m,123559m33z,メンツ＋トイツ＋不要牌,5m 3z,2,4,0,7,12,6.428571,"(4, 2, 7, 12, 6.42857)",1,14,112355m 122355m 123355m 123359m 123455m 123459m 123556m 123557m 123558m 123569m 123579m 123589m 123599m 234559m
123588m,123588m33z,メンツ＋トイツ＋不要牌,8m 3z,2,4,0,6,12,5.800000,"(4, 2, 6, 12, 5.8)",1,15,112388m 122388m 123358m 123388m 123458m 123488m 123558m 123568m 123578m 123589m 123688m 123788m 123889m 134588m 234588m
123599m,123599m33z,メンツ＋トイツ＋不要牌,9m 3z,2,4,0,5,8,5.266667,"(4, 2, 5, 8, 5.26667)",1,15,112399m 122399m 123359m 123399m 123459m 123499m 123559m 123569m 123579m 123589m 123699m 123799m 123899m 134599m 234599m
123669m,123669m33z,メンツ＋トイツ＋不要牌,6m 3z,2,4,0,6,12,6.461538,"(4, 2, 6, 12, 6.46154)",1,13,112366m 122366m 123366m 123466m 123469m 123566m 123569m 123667m 123668m 123679m 123689m 123699m 234669m
