shape,hand,shape_name,ukeire_tiles,ukeire_type_count,ukeire_count,fixed_ryanmen_count,improve_neighbor_count,max_neighbor_ukeire_count,avg_neighbor_ukeire_count,score,distance_to_final,neighbor_count,neighbors
126788m,126788m33z,メンツ＋ターツ＋不要牌,3m,1,4,0,6,8,4.695652,"(4, 1, 6, 8, 4.69565)",1,23,112678m 116788m 122678m 124678m 125678m 126678m 126778m 126789m 126888m 127888m 127889m 156788m 166788m 167788m 167888m 167889m 226788m 246788m 256788m 266788m 267788m 267888m 267889m
126789m,126789m33z,メンツ＋ターツ＋不要牌,3m,1,4,0,9,8,5.034483,"(4, 1, 9, 8, 5.03448)",1,29,112678m 112789m 116789m 122678m 122789m 124678m 124789m 125678m 125679m 125789m 126678m 126778m 126788m 127789m 127889m 127899m 146789m 156789m 166789m 167789m 167889m 167899m 226789m 246789m 256789m 266789m 267789m 267889m 267899m
126888m,126888m33z,メンツ＋ターツ＋不要牌,3m,1,4,0,7,8,5.300000,"(4, 1, 7, 8, 5.3)",1,20,112888m 116888m 122888m 124888m 125888m 126788m 127888m 128888m 128889m 146888m 156888m 166888m 167888m 168888m 226888m 246888m 256888m 266888m 267888m 268888m
126999m,126999m33z,メンツ＋ターツ＋不要牌,3m,1,4,0,7,8,5.473684,"(4, 1, 7, 8, 5.47368)",1,19,112999m 116999m 122999m 124999m 125999m 127999m 128999m 129999m 146999m 156999m 166999m 167999m 168999m 226999m 246999m 256999m 266999m 267999m 268999m
127777m,127777m33z,メンツ＋ターツ＋不要牌,3m,1,4,0,6,8,5.333333,"(4, 1, 6, 8, 5.33333)",1,18,112777m 117777m 122777m 124777m 125777m 126777m 127778m 127779m 157777m 167777m 177778m 177779m 227777m 247777m 257777m 267777m 277778m 277779m
127778m,127778m33z,メンツ＋ターツ＋不要牌,3m,1,4,0,4,8,4.600000,"(4, 1, 4, 8, 4.6)",1,20,112777m 117778m 122777m 124777m 125777m 126777m 126778m 127777m 127779m 127789m 167778m 177778m 177788m 177789m 227778m 247778m 267778m 277778m 277788m 277789m
127779m,127779m33z,メンツ＋ターツ＋不要牌,3m,1,4,0,2,8,4.352941,"(4, 1, 2, 8, 4.35294)",1,17,112777m 117779m 122777m 124777m 125777m 126777m 127777m 127778m 127789m 177779m 177789m 177799m 227779m 247779m 277779m 277789m 277799m
127789m,127789m33z,メンツ＋ターツ＋不要牌,3m,1,4,0,6,8,4.695652,"(4, 1, 6, 8, 4.69565)",1,23,112789m 117789m 122789m 124789m 125789m 126778m 126789m 127778m 127779m 127889m 127899m 157789m 167789m 177789m 177889m 177899m 227789m 247789m 257789m 267789m 277789m 277889m 277899m
127888m,127888m33z,メンツ＋ターツ＋不要牌,3m,1,4,0,6,8,4.909091,"(4, 1, 6, 8, 4.90909)",1,22,112888m 117888m 122888m 124888m 125888m 126788m 126888m 127889m 128888m 128889m 157888m 167888m 177888m 178888m 178889m 227888m 247888m 257888m 267888m 277888m 278888m 278889m
127889m,127889m33z,メンツ＋ターツ＋不要牌,3m,1,4,0,4,8,4.380952,"(4, 1, 4, 8, 4.38095)",1,21,112789m 117889m 122789m 124789m 125789m 126788m 126789m 127789m 127888m 127899m 128889m 167889m 177889m 178889m 178899m 227889m 247889m 267889m 277889m 278889m 278899m
127899m,127899m33z,メンツ＋ターツ＋不要牌,3m,1,4,0,4,8,4.500000,"(4, 1, 4, 8, 4.5)",1,20,112789m 117899m 122789m 124789m 125789m 126789m 127789m 127889m 127999m 128999m 167899m 177899m 178899m 178999m 227899m 247899m 267899m 277899m 278899m 278999m
127999m,127999m33z,メンツ＋ターツ＋不要牌,3m,1,4,0,6,8,5.047619,"(4, 1, 6, 8, 5.04762)",1,21,112999m 117999m 122999m 124999m 125999m 126999m 127899m 128999m 129999m 157999m 167999m 177999m 178999m 179999m 227999m 247999m 257999m 267999m 277999m 278999m 279999m
128888m,128888m33z,メンツ＋ターツ＋不要牌,3m,1,4,0,4,8,5.000000,"(4, 1, 4, 8, 5)",1,16,112888m 118888m 122888m 124888m 125888m 126888m 127888m 128889m 168888m 178888m 188889m 228888m 248888m 268888m 278888m 288889m
128889m,128889m33z,メンツ＋ターツ＋不要牌,3m,1,4,0,2,8,4.352941,"(4, 1, 2, 8, 4.35294)",1,17,112888m 118889m 122888m 124888m 125888m 126888m 127888m 127889m 128888m 178889m 188889m 188899m 228889m 248889m 278889m 288889m 288899m
128999m,128999m33z,メンツ＋ターツ＋不要牌,3m,1,4,0,4,8,4.736842,"(4, 1, 4, 8, 4.73684)",1,19,112999m 118999m 122999m 124999m 125999m 126999m 127899m 127999m 129999m 168999m 178999m 188999m 189999m 228999m 248999m 268999m 278999m 288999m 289999m
129999m,129999m33z,メンツ＋ターツ＋不要牌,3m,1,4,0,2,8,4.571429,"(4, 1, 2, 8, 4.57143)",1,14,112999m 119999m 122999m 124999m 125999m 126999m 127999m 128999m 179999m 189999m 229999m 249999m 279999m 289999m
133336m,133336m33z,メンツ＋ターツ＋不要牌,2m,1,4,0,8,8,5.882353,"(4, 1, 8, 8, 5.88235)",2,17,113333m 113336m 133334m 133335m 133337m 133338m 133339m 133346m 133356m 133366m 133367m 133368m 333346m 333356m 333366m 333367m 333368m
133337m,133337m33z,メンツ＋ターツ＋不要牌,2m,1,4,0,9,8,6.000000,"(4, 1, 9, 8, 6)",2,18,113333m 113337m 133334m 133335m 133336m 133338m 133339m 133357m 133367m 133377m 133378m 133379m 333347m 333357m 333367m 333377m 333378m 333379m
133338m,133338m33z,メンツ＋ターツ＋不要牌,2m,1,4,0,6,8,5.411765,"(4, 1, 6, 8, 5.41176)",2,17,113333m 113338m 133334m 133335m 133336m 133337m 133339m 133368m 133378m 133388m 133389m 333348m 333358m 333368m 333378m 333388m 333389m
133339m,133339m33z,メンツ＋ターツ＋不要牌,2m,1,4,0,4,8,5.066667,"(4, 1, 4, 8, 5.06667)",2,15,113333m 113339m 133334m 133335m 133336m 133337m 133338m 133379m 133389m 133399m 333349m 333359m 333379m 333389m 333399m
133346m,133346m33z,メンツ＋ターツ＋不要牌,5m,1,4,0,10,10,6.166667,"(4, 1, 10, 10, 6.16667)",2,18,113334m 113336m 123334m 123336m 123346m 133334m 133336m 133344m 133366m 133367m 133368m 233346m 333346m 333446m 333466m 333467m 333468m 333469m
133357m,133357m33z,メンツ＋ターツ＋不要牌,6m,1,4,0,11,11,6.200000,"(4, 1, 11, 11, 6.2)",1,20,113335m 113337m 123335m 123337m 123357m 133335m 133337m 133345m 133355m 133377m 133378m 133379m 133457m 233357m 333357m 333457m 333557m 333577m 333578m 333579m
133368m,133368m33z,メンツ＋ターツ＋不要牌,7m,1,4,0,5,8,4.947368,"(4, 1, 5, 8, 4.94737)",2,19,113336m 113338m 123336m 123338m 123368m 133336m 133338m 133346m 133356m 133366m 133388m 133389m 233368m 333368m 333468m 333568m 333668m 333688m 333689m
133379m,133379m33z,メンツ＋ターツ＋不要牌,8m,1,4,0,5,8,5.000000,"(4, 1, 5, 8, 5)",1,18,113337m 113339m 123337m 123339m 123379m 133337m 133339m 133357m 133367m 133377m 133399m 233379m 333379m 333479m 333579m 333679m 333779m 333799m
133389m,133389m33z,メンツ＋ターツ＋不要牌,7m,1,4,0,2,8,4.352941,"(4, 1, 2, 8, 4.35294)",1,17,113338m 113339m 123338m 123339m 123389m 133338m 133339m 133368m 133388m 133399m 233389m 333389m 333489m 333589m 333689m 333889m 333899m
133457m,133457m33z,メンツ＋ターツ＋不要牌,2m,1,4,0,13,15,6.727273,"(4, 1, 13, 15, 6.72727)",1,22,113345m 113457m 133345m 133357m 133445m 133455m 133456m 133458m 133459m 133567m 134557m 134567m 134577m 134578m 134579m 333457m 334457m 334557m 334567m 334577m 334578m 334579m
133458m,133458m33z,メンツ＋ターツ＋不要牌,2m,1,4,0,11,11,6.210526,"(4, 1, 11, 11, 6.21053)",2,19,113345m 113458m 133345m 133445m 133455m 133456m 133457m 133459m 134568m 134578m 134588m 134589m 333458m 334458m 334558m 334568m 334578m 334588m 334589m
133459m,133459m33z,メンツ＋ターツ＋不要牌,2m,1,4,0,7,11,5.368421,"(4, 1, 7, 11, 5.36842)",2,19,113345m 113459m 133345m 133445m 133455m 133456m 133457m 133458m 134569m 134579m 134589m 134599m 333459m 334459m 334559m 334569m 334579m 334589m 334599m
134446m,134446m33z,メンツ＋ターツ＋不要牌,2m,1,4,0,10,14,6.150000,"(4, 1, 10, 14, 6.15)",1,20,113444m 114446m 133444m 134444m 134445m 134447m 134448m 134449m 134456m 144446m 144456m 144466m 144467m 144468m 334446m 344446m 344456m 344466m 344467m 344468m
134447m,134447m33z,メンツ＋ターツ＋不要牌,2m,1,4,0,10,8,5.900000,"(4, 1, 10, 8, 5.9)",2,20,113444m 114447m 133444m 134444m 134445m 134446m 134448m 134449m 144457m 144467m 144477m 144478m 144479m 334447m 344447m 344457m 344467m 344477m 344478m 344479m
134448m,134448m33z,メンツ＋ターツ＋不要牌,2m,1,4,0,7,8,5.368421,"(4, 1, 7, 8, 5.36842)",2,19,113444m 114448m 133444m 134444m 134445m 134446m 134447m 134449m 144468m 144478m 144488m 144489m 334448m 344448m 344458m 344468m 344478m 344488m 344489m
134449m,134449m33z,メンツ＋ターツ＋不要牌,2m,1,4,0,5,8,5.058824,"(4, 1, 5, 8, 5.05882)",2,17,113444m 114449m 133444m 134444m 134445m 134446m 134447m 134448m 144479m 144489m 144499m 334449m 344449m 344459m 344479m 344489m 344499m
134557m,134557m33z,メンツ＋ターツ＋不要牌,6m,1,4,0,14,11,6.800000,"(4, 1, 14, 11, 6.8)",1,20,113455m 113457m 123455m 123457m 123557m 133455m 133457m 134455m 134555m 134577m 134578m 134579m 135557m 234557m 334557m 344557m 345557m 345577m 345578m 345579m
134569m,134569m33z,メンツ＋ターツ＋不要牌,2m,1,4,0,10,11,5.916667,"(4, 1, 10, 11, 5.91667)",2,24,113456m 113459m 114569m 133456m 133459m 134456m 134556m 134566m 134567m 134568m 134579m 134589m 134599m 135679m 145679m 145689m 145699m 334569m 344569m 345569m 345669m 345679m 345689m 345699m
134579m,134579m33z,メンツ＋ターツ＋不要牌,8m,1,4,0,9,11,5.818182,"(4, 1, 9, 11, 5.81818)",2,22,113457m 113459m 123457m 123459m 123479m 123579m 133457m 133459m 134557m 134567m 134569m 134577m 134599m 135679m 145679m 234579m 334579m 344579m 345579m 345679m 345779m 345799m
134589m,134589m33z,メンツ＋ターツ＋不要牌,7m,1,4,0,5,8,4.900000,"(4, 1, 5, 8, 4.9)",1,20,113458m 113459m 123458m 123459m 123489m 123589m 133458m 133459m 134568m 134569m 134588m 134599m 145689m 234589m 334589m 344589m 345589m 345689m 345889m 345899m
135556m,135556m33z,メンツ＋ターツ＋不要牌,2m,1,4,0,11,14,6.523810,"(4, 1, 11, 14, 6.52381)",1,21,113555m 115556m 133555m 134555m 134556m 135555m 135557m 135558m 135559m 135567m 145556m 155556m 155566m 155567m 155568m 335556m 345556m 355556m 355566m 355567m 355568m
135557m,135557m33z,メンツ＋ターツ＋不要牌,2m,1,4,0,11,11,6.181818,"(4, 1, 11, 11, 6.18182)",1,22,113555m 115557m 133555m 134555m 134557m 135555m 135556m 135558m 135559m 135567m 155557m 155567m 155577m 155578m 155579m 335557m 345557m 355557m 355567m 355577m 355578m 355579m
135558m,135558m33z,メンツ＋ターツ＋不要牌,2m,1,4,0,7,8,5.368421,"(4, 1, 7, 8, 5.36842)",1,19,113555m 115558m 133555m 134555m 135555m 135556m 135557m 135559m 155568m 155578m 155588m 155589m 335558m 345558m 355558m 355568m 355578m 355588m 355589m
135559m,135559m33z,メンツ＋ターツ＋不要牌,2m,1,4,0,5,8,5.058824,"(4, 1, 5, 8, 5.05882)",1,17,113555m 115559m 133555m 134555m 135555m 135556m 135557m 135558m 155579m 155589m 155599m 335559m 345559m 355559m 355579m 355589m 355599m
135667m,135667m33z,メンツ＋ターツ＋不要牌,2m,1,4,0,16,15,6.826087,"(4, 1, 16, 15, 6.82609)",1,23,113567m 115667m 133567m 134566m 134567m 135567m 135666m 135677m 135678m 135679m 136667m 136678m 145667m 155667m 156667m 156677m 156678m 335667m 345667m 355667m 356667m 356677m 356678m
135677m,135677m33z,メンツ＋ターツ＋不要牌,2m,1,4,0,14,15,6.480000,"(4, 1, 14, 15, 6.48)",1,25,113567m 115677m 133567m 134567m 134577m 135567m 135667m 135678m 135679m 135777m 136777m 136778m 145677m 155677m 156677m 156777m 156778m 156779m 335677m 345677m 355677m 356677m 356777m 356778m 356779m
135679m,135679m33z,メンツ＋ターツ＋不要牌,2m,1,4,0,9,11,5.818182,"(4, 1, 9, 11, 5.81818)",2,22,113567m 115679m 133567m 134567m 134569m 134579m 135567m 135667m 135677m 135678m 135789m 136789m 145679m 156779m 156789m 156799m 335679m 345679m 355679m 356779m 356789m 356799m
136666m,136666m33z,メンツ＋ターツ＋不要牌,2m,1,4,0,9,8,6.117647,"(4, 1, 9, 8, 6.11765)",2,17,113666m 116666m 133666m 134666m 135666m 136667m 136668m 136669m 146666m 156666m 166667m 166668m 336666m 346666m 356666m 366667m 366668m
136667m,136667m33z,メンツ＋ターツ＋不要牌,2m,1,4,0,10,8,5.636364,"(4, 1, 10, 8, 5.63636)",2,22,113666m 116667m 133666m 134666m 135666m 135667m 136666m 136668m 136669m 136678m 156667m 166667m 166677m 166678m 166679m 336667m 346667m 356667m 366667m 366677m 366678m 366679m
136668m,136668m33z,メンツ＋ターツ＋不要牌,2m,1,4,0,7,8,5.300000,"(4, 1, 7, 8, 5.3)",2,20,113666m 116668m 133666m 134666m 135666m 136666m 136667m 136669m 136678m 166668m 166678m 166688m 166689m 336668m 346668m 356668m 366668m 366678m 366688m 366689m
136669m,136669m33z,メンツ＋ターツ＋不要牌,2m,1,4,0,5,8,5.176471,"(4, 1, 5, 8, 5.17647)",2,17,113666m 116669m 133666m 134666m 135666m 136666m 136667m 136668m 166679m 166689m 166699m 336669m 346669m 356669m 366679m 366689m 366699m
136678m,136678m33z,メンツ＋ターツ＋不要牌,2m,1,4,0,11,8,5.500000,"(4, 1, 11, 8, 5.5)",2,24,113678m 116678m 133678m 134678m 135667m 135678m 136667m 136668m 136778m 136788m 136789m 146678m 156678m 166678m 166778m 166788m 166789m 336678m 346678m 356678m 366678m 366778m 366788m 366789m
136777m,136777m33z,メンツ＋ターツ＋不要牌,2m,1,4,0,9,8,5.523810,"(4, 1, 9, 8, 5.52381)",1,21,113777m 116777m 133777m 134777m 135677m 135777m 136778m 137777m 137778m 137779m 146777m 156777m 166777m 167777m 167778m 336777m 346777m 356777m 366777m 367777m 367778m
136778m,136778m33z,メンツ＋ターツ＋不要牌,2m,1,4,0,13,11,5.916667,"(4, 1, 13, 11, 5.91667)",2,24,113678m 116778m 133678m 134678m 135677m 135678m 136678m 136777m 136788m 136789m 137778m 137789m 156778m 166778m 167778m 167788m 167789m 336778m 346778m 356778m 366778m 367778m 367788m 367789m
136788m,136788m33z,メンツ＋ターツ＋不要牌,2m,1,4,0,10,8,5.391304,"(4, 1, 10, 8, 5.3913)",2,23,113678m 116788m 133678m 134678m 135678m 136678m 136778m 136789m 136888m 137888m 137889m 156788m 166788m 167788m 167888m 167889m 336788m 346788m 356788m 366788m 367788m 367888m 367889m
136789m,136789m33z,メンツ＋ターツ＋不要牌,2m,1,4,0,13,8,5.586207,"(4, 1, 13, 8, 5.58621)",2,29,113678m 113789m 116789m 133678m 133789m 134678m 134789m 135678m 135679m 135789m 136678m 136778m 136788m 137789m 137889m 137899m 146789m 156789m 166789m 167789m 167889m 167899m 336789m 346789m 356789m 366789m 367789m 367889m 367899m
136888m,136888m33z,メンツ＋ターツ＋不要牌,2m,1,4,0,9,8,5.700000,"(4, 1, 9, 8, 5.7)",2,20,113888m 116888m 133888m 134888m 135888m 136788m 137888m 138888m 138889m 146888m 156888m 166888m 167888m 168888m 336888m 346888m 356888m 366888m 367888m 368888m
136999m,136999m33z,メンツ＋ターツ＋不要牌,2m,1,4,0,9,8,5.894737,"(4, 1, 9, 8, 5.89474)",2,19,113999m 116999m 133999m 134999m 135999m 137999m 138999m 139999m 146999m 156999m 166999m 167999m 168999m 336999m 346999m 356999m 366999m 367999m 368999m
137777m,137777m33z,メンツ＋ターツ＋不要牌,2m,1,4,0,10,8,6.222222,"(4, 1, 10, 8, 6.22222)",2,18,113777m 117777m 133777m 134777m 135777m 136777m 137778m 137779m 157777m 167777m 177778m 177779m 337777m 347777m 357777m 367777m 377778m 377779m
137778m,137778m33z,メンツ＋ターツ＋不要牌,2m,1,4,0,7,8,5.142857,"(4, 1, 7, 8, 5.14286)",1,21,113777m 117778m 133777m 134777m 135777m 136777m 136778m 137777m 137779m 137789m 167778m 177778m 177788m 177789m 337778m 347778m 357778m 367778m 377778m 377788m 377789m
137779m,137779m33z,メンツ＋ターツ＋不要牌,2m,1,4,0,5,8,5.000000,"(4, 1, 5, 8, 5)",1,18,113777m 117779m 133777m 134777m 135777m 136777m 137777m 137778m 137789m 177779m 177789m 177799m 337779m 347779m 357779m 377779m 377789m 377799m
137789m,137789m33z,メンツ＋ターツ＋不要牌,2m,1,4,0,10,8,5.391304,"(4, 1, 10, 8, 5.3913)",2,23,113789m 117789m 133789m 134789m 135789m 136778m 136789m 137778m 137779m 137889m 137899m 157789m 167789m 177789m 177889m 177899m 337789m 347789m 357789m 367789m 377789m 377889m 377899m
137888m,137888m33z,メンツ＋ターツ＋不要牌,2m,1,4,0,10,8,5.636364,"(4, 1, 10, 8, 5.63636)",2,22,113888m 117888m 133888m 134888m 135888m 136788m 136888m 137889m 138888m 138889m 157888m 167888m 177888m 178888m 178889m 337888m 347888m 357888m 367888m 377888m 378888m 378889m
137889m,137889m33z,メンツ＋ターツ＋不要牌,2m,1,4,0,7,8,4.909091,"(4, 1, 7, 8, 4.90909)",1,22,113789m 117889m 133789m 134789m 135789m 136788m 136789m 137789m 137888m 137899m 138889m 167889m 177889m 178889m 178899m 337889m 347889m 357889m 367889m 377889m 378889m 378899m
137899m,137899m33z,メンツ＋ターツ＋不要牌,2m,1,4,0,7,8,5.047619,"(4, 1, 7, 8, 5.04762)",1,21,113789m 117899m 133789m 134789m 135789m 136789m 137789m 137889m 137999m 138999m 167899m 177899m 178899m 178999m 337899m 347899m 357899m 367899m 377899m 378899m 378999m
137999m,137999m33z,メンツ＋ターツ＋不要牌,2m,1,4,0,10,8,5.809524,"(4, 1, 10, 8, 5.80952)",2,21,113999m 117999m 133999m 134999m 135999m 136999m 137899m 138999m 139999m 157999m 167999m 177999m 178999m 179999m 337999m 347999m 357999m 367999m 377999m 378999m 379999m
138888m,138888m33z,メンツ＋ターツ＋不要牌,2m,1,4,0,7,8,5.647059,"(4, 1, 7, 8, 5.64706)",2,17,113888m 118888m 133888m 134888m 135888m 136888m 137888m 138889m 168888m 178888m 188889m 338888m 348888m 358888m 368888m 378888m 388889m
138889m,138889m33z,メンツ＋ターツ＋不要牌,2m,1,4,0,5,8,5.000000,"(4, 1, 5, 8, 5)",2,18,113888m 118889m 133888m 134888m 135888m 136888m 137888m 137889m 138888m 178889m 188889m 188899m 338889m 348889m 358889m 378889m 388889m 388899m
138999m,138999m33z,メンツ＋ターツ＋不要牌,2m,1,4,0,7,8,5.300000,"(4, 1, 7, 8, 5.3)",2,20,113999m 118999m 133999m 134999m 135999m 136999m 137899m 137999m 139999m 168999m 178999m 188999m 189999m 338999m 348999m 358999m 368999m 378999m 388999m 389999m
139999m,139999m33z,メンツ＋ターツ＋不要牌,2m,1,4,0,5,8,5.333333,"(4, 1, 5, 8, 5.33333)",2,15,113999m 119999m 133999m 134999m 135999m 136999m 137999m 138999m 179999m 189999m 339999m 349999m 359999m 379999m 389999m
144446m,144446m33z,メンツ＋ターツ＋不要牌,5m,1,4,0,7,8,5.866667,"(4, 1, 7, 8, 5.86667)",2,15,114444m 114446m 124444m 124446m 134444m 134446m 144466m 144467m 144468m 244446m 344446m 444466m 444467m 444468m 444469m
144457m,144457m33z,メンツ＋ターツ＋不要牌,6m,1,4,0,9,8,5.888889,"(4, 1, 9, 8, 5.88889)",2,18,114445m 114447m 124445m 124447m 134445m 134447m 144445m 144455m 144477m 144478m 144479m 244457m 344457m 444457m 444557m 444577m 444578m 444579m
144468m,144468m33z,メンツ＋ターツ＋不要牌,7m,1,4,0,5,8,5.000000,"(4, 1, 5, 8, 5)",1,18,114446m 114448m 124446m 124448m 134446m 134448m 144446m 144456m 144466m 144488m 144489m 244468m 344468m 444468m 444568m 444668m 444688m 444689m
144479m,144479m33z,メンツ＋ターツ＋不要牌,8m,1,4,0,5,8,5.176471,"(4, 1, 5, 8, 5.17647)",2,17,114447m 114449m 124447m 124449m 134447m 134449m 144457m 144467m 144477m 144499m 244479m 344479m 444479m 444579m 444679m 444779m 444799m
144489m,144489m33z,メンツ＋ターツ＋不要牌,7m,1,4,0,2,8,4.500000,"(4, 1, 2, 8, 4.5)",1,16,114448m 114449m 124448m 124449m 134448m 134449m 144468m 144488m 144499m 244489m 344489m 444489m 444589m 444689m 444889m 444899m
145668m,145668m33z,メンツ＋ターツ＋不要牌,7m,1,4,0,9,11,5.888889,"(4, 1, 9, 11, 5.88889)",2,18,114566m 114568m 124566m 124568m 134566m 134568m 144566m 145566m 145666m 145688m 145689m 245668m 345668m 445668m 455668m 456668m 456688m 456689m
145679m,145679m33z,メンツ＋ターツ＋不要牌,8m,1,4,0,10,11,5.916667,"(4, 1, 10, 11, 5.91667)",2,24,114567m 114569m 115679m 124567m 124569m 125679m 134567m 134569m 134579m 135679m 144567m 145567m 145667m 145677m 145699m 156779m 156799m 245679m 345679m 445679m 455679m 456679m 456779m 456799m
145689m,145689m33z,メンツ＋ターツ＋不要牌,7m,1,4,0,3,8,4.705882,"(4, 1, 3, 8, 4.70588)",1,17,114568m 114569m 124568m 124569m 134568m 134569m 134589m 145668m 145688m 145699m 245689m 345689m 445689m 455689m 456689m 456889m 456899m
146666m,146666m33z,メンツ＋ターツ＋不要牌,5m,1,4,0,7,8,5.866667,"(4, 1, 7, 8, 5.86667)",2,15,114666m 116666m 124666m 126666m 134666m 136666m 144666m 166667m 166668m 246666m 346666m 446666m 466667m 466668m 466669m
146678m,146678m33z,メンツ＋ターツ＋不要牌,5m,1,4,0,10,11,6.000000,"(4, 1, 10, 11, 6)",2,19,114678m 116678m 124678m 126678m 134678m 136678m 144678m 146789m 166678m 166778m 166788m 166789m 246678m 346678m 446678m 466678m 466778m 466788m 466789m
146777m,146777m33z,メンツ＋ターツ＋不要牌,5m,1,4,0,8,8,5.764706,"(4, 1, 8, 8, 5.76471)",2,17,114777m 116777m 124777m 126777m 134777m 136777m 144777m 166777m 167777m 167778m 246777m 346777m 446777m 466777m 467777m 467778m 467779m
