from,to,change,from_score,to_score,from_ukeire_count,to_ukeire_count,from_fixed_ryanmen_count,to_fixed_ryanmen_count
111338m,111334m,ツモ4m / 打8m,"(4, 2, 7, 12, 6.125)","(12, 4, 0, 12, 6.90909)",4,12,0,1
111338m,111335m,ツモ5m / 打8m,"(4, 2, 7, 12, 6.125)","(8, 3, 1, 12, 6.42857)",4,8,0,0
111338m,111378m,ツモ7m / 打3m,"(4, 2, 7, 12, 6.125)","(8, 2, 2, 12, 6.84211)",4,8,0,1
111339m,111133m,ツモ1m / 打9m,"(4, 2, 6, 12, 6)","(8, 3, 1, 12, 5.66667)",4,8,0,0
111339m,111233m,ツモ2m / 打9m,"(4, 2, 6, 12, 6)","(12, 5, 0, 8, 5.2)",4,12,0,1
111339m,111334m,ツモ4m / 打9m,"(4, 2, 6, 12, 6)","(12, 4, 0, 12, 6.90909)",4,12,0,1
111339m,111335m,ツモ5m / 打9m,"(4, 2, 6, 12, 6)","(8, 3, 1, 12, 6.42857)",4,8,0,0
111346m,111334m,ツモ3m / 打6m,"(8, 2, 2, 12, 7.05882)","(12, 4, 0, 12, 6.90909)",8,12,1,1
111346m,111344m,ツモ4m / 打6m,"(8, 2, 2, 12, 7.05882)","(12, 4, 0, 12, 6.90909)",8,12,1,1
111347m,111334m,ツモ3m / 打7m,"(8, 2, 2, 12, 6.82353)","(12, 4, 0, 12, 6.90909)",8,12,1,1
111347m,111344m,ツモ4m / 打7m,"(8, 2, 2, 12, 6.82353)","(12, 4, 0, 12, 6.90909)",8,12,1,1
111348m,111334m,ツモ3m / 打8m,"(8, 2, 2, 12, 6.58824)","(12, 4, 0, 12, 6.90909)",8,12,1,1
111348m,111344m,ツモ4m / 打8m,"(8, 2, 2, 12, 6.58824)","(12, 4, 0, 12, 6.90909)",8,12,1,1
111349m,111334m,ツモ3m / 打9m,"(8, 2, 2, 12, 6)","(12, 4, 0, 12, 6.90909)",8,12,1,1
111349m,111344m,ツモ4m / 打9m,"(8, 2, 2, 12, 6)","(12, 4, 0, 12, 6.90909)",8,12,1,1
111355m,111556m,ツモ6m / 打3m,"(8, 3, 1, 12, 6.21429)","(12, 4, 0, 12, 6.90909)",8,12,0,1
111356m,111556m,ツモ5m / 打3m,"(8, 2, 2, 12, 7)","(12, 4, 0, 12, 6.90909)",8,12,1,1
111356m,111566m,ツモ6m / 打3m,"(8, 2, 2, 12, 7)","(12, 4, 0, 12, 6.90909)",8,12,1,1
111357m,111578m,ツモ8m / 打3m,"(8, 2, 0, 8, 6)","(8, 2, 2, 12, 7.25)",8,8,0,1
111358m,111135m,ツモ1m / 打8m,"(4, 1, 10, 8, 6)","(8, 2, 0, 8, 5.71429)",4,8,0,0
111358m,111235m,ツモ2m / 打8m,"(4, 1, 10, 8, 6)","(7, 3, 8, 12, 6.57143)",4,7,0,1
111358m,111335m,ツモ3m / 打8m,"(4, 1, 10, 8, 6)","(8, 3, 1, 12, 6.42857)",4,8,0,0
111358m,111355m,ツモ5m / 打8m,"(4, 1, 10, 8, 6)","(8, 3, 1, 12, 6.21429)",4,8,0,0
111358m,111356m,ツモ6m / 打8m,"(4, 1, 10, 8, 6)","(8, 2, 2, 12, 7)",4,8,0,1
111358m,111578m,ツモ7m / 打3m,"(4, 1, 10, 8, 6)","(8, 2, 2, 12, 7.25)",4,8,0,1
111359m,111135m,ツモ1m / 打9m,"(4, 1, 9, 8, 5.88889)","(8, 2, 0, 8, 5.71429)",4,8,0,0
111359m,111235m,ツモ2m / 打9m,"(4, 1, 9, 8, 5.88889)","(7, 3, 8, 12, 6.57143)",4,7,0,1
111359m,111335m,ツモ3m / 打9m,"(4, 1, 9, 8, 5.88889)","(8, 3, 1, 12, 6.42857)",4,8,0,0
111359m,111355m,ツモ5m / 打9m,"(4, 1, 9, 8, 5.88889)","(8, 3, 1, 12, 6.21429)",4,8,0,0
111359m,111356m,ツモ6m / 打9m,"(4, 1, 9, 8, 5.88889)","(8, 2, 2, 12, 7)",4,8,0,1
111359m,111357m,ツモ7m / 打9m,"(4, 1, 9, 8, 5.88889)","(8, 2, 0, 8, 6)",4,8,0,0
111366m,111236m,ツモ2m / 打6m,"(4, 2, 8, 12, 6.6)","(7, 3, 8, 12, 6.27273)",4,7,0,1
111366m,111346m,ツモ4m / 打6m,"(4, 2, 8, 12, 6.6)","(8, 2, 2, 12, 7.05882)",4,8,0,1
111366m,111566m,ツモ5m / 打3m,"(4, 2, 8, 12, 6.6)","(12, 4, 0, 12, 6.90909)",4,12,0,1
111366m,111667m,ツモ7m / 打3m,"(4, 2, 8, 12, 6.6)","(12, 4, 0, 12, 6.90909)",4,12,0,1
111366m,111668m,ツモ8m / 打3m,"(4, 2, 8, 12, 6.6)","(8, 3, 1, 12, 5.84615)",4,8,0,0
111367m,111667m,ツモ6m / 打3m,"(8, 2, 2, 12, 6.77778)","(12, 4, 0, 12, 6.90909)",8,12,1,1
111367m,111677m,ツモ7m / 打3m,"(8, 2, 2, 12, 6.77778)","(12, 4, 0, 12, 6.90909)",8,12,1,1
111368m,111236m,ツモ2m / 打8m,"(4, 1, 9, 8, 5.61905)","(7, 3, 8, 12, 6.27273)",4,7,0,1
111368m,111346m,ツモ4m / 打8m,"(4, 1, 9, 8, 5.61905)","(8, 2, 2, 12, 7.05882)",4,8,0,1
111368m,111356m,ツモ5m / 打8m,"(4, 1, 9, 8, 5.61905)","(8, 2, 2, 12, 7)",4,8,0,1
111368m,111668m,ツモ6m / 打3m,"(4, 1, 9, 8, 5.61905)","(8, 3, 1, 12, 5.84615)",4,8,0,0
111368m,111688m,ツモ8m / 打3m,"(4, 1, 9, 8, 5.61905)","(8, 3, 0, 8, 5.23077)",4,8,0,0
111377m,111237m,ツモ2m / 打7m,"(4, 2, 9, 12, 6.6875)","(7, 3, 9, 12, 6.16)",4,7,0,1
111377m,111347m,ツモ4m / 打7m,"(4, 2, 9, 12, 6.6875)","(8, 2, 2, 12, 6.82353)",4,8,0,1
111377m,111577m,ツモ5m / 打3m,"(4, 2, 9, 12, 6.6875)","(8, 3, 1, 12, 6.46154)",4,8,0,0
111377m,111677m,ツモ6m / 打3m,"(4, 2, 9, 12, 6.6875)","(12, 4, 0, 12, 6.90909)",4,12,0,1
111377m,111778m,ツモ8m / 打3m,"(4, 2, 9, 12, 6.6875)","(12, 4, 0, 12, 6.90909)",4,12,0,1
111377m,111779m,ツモ9m / 打3m,"(4, 2, 9, 12, 6.6875)","(8, 3, 1, 12, 5.84615)",4,8,0,0
111378m,111778m,ツモ7m / 打3m,"(8, 2, 2, 12, 6.84211)","(12, 4, 0, 12, 6.90909)",8,12,1,1
111378m,111788m,ツモ8m / 打3m,"(8, 2, 2, 12, 6.84211)","(12, 4, 0, 12, 6.54545)",8,12,1,1
111379m,111237m,ツモ2m / 打9m,"(4, 1, 10, 8, 5.80952)","(7, 3, 9, 12, 6.16)",4,7,0,1
111379m,111347m,ツモ4m / 打9m,"(4, 1, 10, 8, 5.80952)","(8, 2, 2, 12, 6.82353)",4,8,0,1
111379m,111357m,ツモ5m / 打9m,"(4, 1, 10, 8, 5.80952)","(8, 2, 0, 8, 6)",4,8,0,0
111379m,111367m,ツモ6m / 打9m,"(4, 1, 10, 8, 5.80952)","(8, 2, 2, 12, 6.77778)",4,8,0,1
111379m,111779m,ツモ7m / 打3m,"(4, 1, 10, 8, 5.80952)","(8, 3, 1, 12, 5.84615)",4,8,0,0
111379m,111799m,ツモ9m / 打3m,"(4, 1, 10, 8, 5.80952)","(8, 3, 0, 8, 4.92308)",4,8,0,0
111388m,111238m,ツモ2m / 打8m,"(4, 2, 6, 12, 5.6875)","(7, 3, 5, 12, 5.65217)",4,7,0,1
111388m,111348m,ツモ4m / 打8m,"(4, 2, 6, 12, 5.6875)","(8, 2, 2, 12, 6.58824)",4,8,0,1
111388m,111688m,ツモ6m / 打3m,"(4, 2, 6, 12, 5.6875)","(8, 3, 0, 8, 5.23077)",4,8,0,0
111388m,111788m,ツモ7m / 打3m,"(4, 2, 6, 12, 5.6875)","(12, 4, 0, 12, 6.54545)",4,12,0,1
111388m,111889m,ツモ9m / 打3m,"(4, 2, 6, 12, 5.6875)","(8, 3, 0, 8, 4.61538)",4,8,0,0
111389m,111238m,ツモ2m / 打9m,"(4, 1, 6, 8, 5.04762)","(7, 3, 5, 12, 5.65217)",4,7,0,1
111389m,111348m,ツモ4m / 打9m,"(4, 1, 6, 8, 5.04762)","(8, 2, 2, 12, 6.58824)",4,8,0,1
111389m,111889m,ツモ8m / 打3m,"(4, 1, 6, 8, 5.04762)","(8, 3, 0, 8, 4.61538)",4,8,0,0
111389m,111899m,ツモ9m / 打3m,"(4, 1, 6, 8, 5.04762)","(8, 3, 0, 8, 4.30769)",4,8,0,0
111399m,111239m,ツモ2m / 打9m,"(4, 2, 4, 8, 5)","(7, 3, 2, 12, 5.3)",4,7,0,1
111399m,111349m,ツモ4m / 打9m,"(4, 2, 4, 8, 5)","(8, 2, 2, 12, 6)",4,8,0,1
111399m,111799m,ツモ7m / 打3m,"(4, 2, 4, 8, 5)","(8, 3, 0, 8, 4.92308)",4,8,0,0
111399m,111899m,ツモ8m / 打3m,"(4, 2, 4, 8, 5)","(8, 3, 0, 8, 4.30769)",4,8,0,0
111446m,111344m,ツモ3m / 打6m,"(8, 3, 1, 12, 6.46154)","(12, 4, 0, 12, 6.90909)",8,12,0,1
111446m,111467m,ツモ7m / 打4m,"(8, 3, 1, 12, 6.46154)","(8, 2, 2, 12, 7.05882)",8,8,0,1
111447m,111244m,ツモ2m / 打7m,"(4, 2, 8, 12, 6.85714)","(8, 3, 1, 12, 5.84615)",4,8,0,0
111447m,111344m,ツモ3m / 打7m,"(4, 2, 8, 12, 6.85714)","(12, 4, 0, 12, 6.90909)",4,12,0,1
111447m,111445m,ツモ5m / 打7m,"(4, 2, 8, 12, 6.85714)","(12, 4, 0, 12, 6.90909)",4,12,0,1
111447m,111467m,ツモ6m / 打4m,"(4, 2, 8, 12, 6.85714)","(8, 2, 2, 12, 7.05882)",4,8,0,1
111447m,111478m,ツモ8m / 打4m,"(4, 2, 8, 12, 6.85714)","(8, 2, 2, 12, 7)",4,8,0,1
111448m,111244m,ツモ2m / 打8m,"(4, 2, 8, 12, 6.85714)","(8, 3, 1, 12, 5.84615)",4,8,0,0
111448m,111344m,ツモ3m / 打8m,"(4, 2, 8, 12, 6.85714)","(12, 4, 0, 12, 6.90909)",4,12,0,1
111448m,111445m,ツモ5m / 打8m,"(4, 2, 8, 12, 6.85714)","(12, 4, 0, 12, 6.90909)",4,12,0,1
111448m,111446m,ツモ6m / 打8m,"(4, 2, 8, 12, 6.85714)","(8, 3, 1, 12, 6.46154)",4,8,0,0
111448m,111478m,ツモ7m / 打4m,"(4, 2, 8, 12, 6.85714)","(8, 2, 2, 12, 7)",4,8,0,1
111449m,111244m,ツモ2m / 打9m,"(4, 2, 6, 12, 6.28571)","(8, 3, 1, 12, 5.84615)",4,8,0,0
111449m,111344m,ツモ3m / 打9m,"(4, 2, 6, 12, 6.28571)","(12, 4, 0, 12, 6.90909)",4,12,0,1
111449m,111445m,ツモ5m / 打9m,"(4, 2, 6, 12, 6.28571)","(12, 4, 0, 12, 6.90909)",4,12,0,1
111449m,111446m,ツモ6m / 打9m,"(4, 2, 6, 12, 6.28571)","(8, 3, 1, 12, 6.46154)",4,8,0,0
111457m,111445m,ツモ4m / 打7m,"(8, 2, 2, 12, 7.05882)","(12, 4, 0, 12, 6.90909)",8,12,1,1
111457m,111455m,ツモ5m / 打7m,"(8, 2, 2, 12, 7.05882)","(12, 4, 0, 12, 6.90909)",8,12,1,1
111458m,111445m,ツモ4m / 打8m,"(8, 2, 2, 12, 6.66667)","(12, 4, 0, 12, 6.90909)",8,12,1,1
111458m,111455m,ツモ5m / 打8m,"(8, 2, 2, 12, 6.66667)","(12, 4, 0, 12, 6.90909)",8,12,1,1
111459m,111445m,ツモ4m / 打9m,"(8, 2, 2, 12, 6.4)","(12, 4, 0, 12, 6.90909)",8,12,1,1
111459m,111455m,ツモ5m / 打9m,"(8, 2, 2, 12, 6.4)","(12, 4, 0, 12, 6.90909)",8,12,1,1
111466m,111346m,ツモ3m / 打6m,"(8, 3, 1, 12, 6.46154)","(8, 2, 2, 12, 7.05882)",8,8,0,1
111466m,111667m,ツモ7m / 打4m,"(8, 3, 1, 12, 6.46154)","(12, 4, 0, 12, 6.90909)",8,12,0,1
111467m,111667m,ツモ6m / 打4m,"(8, 2, 2, 12, 7.05882)","(12, 4, 0, 12, 6.90909)",8,12,1,1
111467m,111677m,ツモ7m / 打4m,"(8, 2, 2, 12, 7.05882)","(12, 4, 0, 12, 6.90909)",8,12,1,1
111468m,111346m,ツモ3m / 打8m,"(8, 2, 0, 8, 5.64706)","(8, 2, 2, 12, 7.05882)",8,8,0,1
111469m,111246m,ツモ2m / 打9m,"(4, 1, 8, 8, 5.88235)","(8, 2, 0, 8, 5.64706)",4,8,0,0
111469m,111346m,ツモ3m / 打9m,"(4, 1, 8, 8, 5.88235)","(8, 2, 2, 12, 7.05882)",4,8,0,1
111469m,111446m,ツモ4m / 打9m,"(4, 1, 8, 8, 5.88235)","(8, 3, 1, 12, 6.46154)",4,8,0,0
111469m,111466m,ツモ6m / 打9m,"(4, 1, 8, 8, 5.88235)","(8, 3, 1, 12, 6.46154)",4,8,0,0
111469m,111467m,ツモ7m / 打9m,"(4, 1, 8, 8, 5.88235)","(8, 2, 2, 12, 7.05882)",4,8,0,1
111469m,111468m,ツモ8m / 打9m,"(4, 1, 8, 8, 5.88235)","(8, 2, 0, 8, 5.64706)",4,8,0,0
111477m,111347m,ツモ3m / 打7m,"(4, 2, 8, 12, 6.85714)","(8, 2, 2, 12, 6.82353)",4,8,0,1
111477m,111457m,ツモ5m / 打7m,"(4, 2, 8, 12, 6.85714)","(8, 2, 2, 12, 7.05882)",4,8,0,1
111477m,111677m,ツモ6m / 打4m,"(4, 2, 8, 12, 6.85714)","(12, 4, 0, 12, 6.90909)",4,12,0,1
111477m,111778m,ツモ8m / 打4m,"(4, 2, 8, 12, 6.85714)","(12, 4, 0, 12, 6.90909)",4,12,0,1
111477m,111779m,ツモ9m / 打4m,"(4, 2, 8, 12, 6.85714)","(8, 3, 1, 12, 5.84615)",4,8,0,0
111478m,111778m,ツモ7m / 打4m,"(8, 2, 2, 12, 7)","(12, 4, 0, 12, 6.90909)",8,12,1,1
111478m,111788m,ツモ8m / 打4m,"(8, 2, 2, 12, 7)","(12, 4, 0, 12, 6.54545)",8,12,1,1
111479m,111347m,ツモ3m / 打9m,"(4, 1, 9, 8, 5.89474)","(8, 2, 2, 12, 6.82353)",4,8,0,1
111479m,111457m,ツモ5m / 打9m,"(4, 1, 9, 8, 5.89474)","(8, 2, 2, 12, 7.05882)",4,8,0,1
111479m,111467m,ツモ6m / 打9m,"(4, 1, 9, 8, 5.89474)","(8, 2, 2, 12, 7.05882)",4,8,0,1
111479m,111779m,ツモ7m / 打4m,"(4, 1, 9, 8, 5.89474)","(8, 3, 1, 12, 5.84615)",4,8,0,0
111479m,111799m,ツモ9m / 打4m,"(4, 1, 9, 8, 5.89474)","(8, 3, 0, 8, 4.92308)",4,8,0,0
111488m,111348m,ツモ3m / 打8m,"(4, 2, 7, 12, 6.28571)","(8, 2, 2, 12, 6.58824)",4,8,0,1
111488m,111458m,ツモ5m / 打8m,"(4, 2, 7, 12, 6.28571)","(8, 2, 2, 12, 6.66667)",4,8,0,1
111488m,111688m,ツモ6m / 打4m,"(4, 2, 7, 12, 6.28571)","(8, 3, 0, 8, 5.23077)",4,8,0,0
111488m,111788m,ツモ7m / 打4m,"(4, 2, 7, 12, 6.28571)","(12, 4, 0, 12, 6.54545)",4,12,0,1
111488m,111889m,ツモ9m / 打4m,"(4, 2, 7, 12, 6.28571)","(8, 3, 0, 8, 4.61538)",4,8,0,0
111489m,111348m,ツモ3m / 打9m,"(4, 1, 7, 8, 5.47368)","(8, 2, 2, 12, 6.58824)",4,8,0,1
111489m,111458m,ツモ5m / 打9m,"(4, 1, 7, 8, 5.47368)","(8, 2, 2, 12, 6.66667)",4,8,0,1
111489m,111468m,ツモ6m / 打9m,"(4, 1, 7, 8, 5.47368)","(8, 2, 0, 8, 5.64706)",4,8,0,0
111489m,111889m,ツモ8m / 打4m,"(4, 1, 7, 8, 5.47368)","(8, 3, 0, 8, 4.61538)",4,8,0,0
111489m,111899m,ツモ9m / 打4m,"(4, 1, 7, 8, 5.47368)","(8, 3, 0, 8, 4.30769)",4,8,0,0
111499m,111349m,ツモ3m / 打9m,"(4, 2, 4, 8, 5.14286)","(8, 2, 2, 12, 6)",4,8,0,1
111499m,111459m,ツモ5m / 打9m,"(4, 2, 4, 8, 5.14286)","(8, 2, 2, 12, 6.4)",4,8,0,1
111499m,111799m,ツモ7m / 打4m,"(4, 2, 4, 8, 5.14286)","(8, 3, 0, 8, 4.92308)",4,8,0,0
111499m,111899m,ツモ8m / 打4m,"(4, 2, 4, 8, 5.14286)","(8, 3, 0, 8, 4.30769)",4,8,0,0
111557m,111455m,ツモ4m / 打7m,"(8, 3, 1, 12, 6.46154)","(12, 4, 0, 12, 6.90909)",8,12,0,1
111557m,111578m,ツモ8m / 打5m,"(8, 3, 1, 12, 6.46154)","(8, 2, 2, 12, 7.25)",8,8,0,1
111558m,111355m,ツモ3m / 打8m,"(4, 2, 7, 12, 6.76923)","(8, 3, 1, 12, 6.21429)",4,8,0,0
111558m,111455m,ツモ4m / 打8m,"(4, 2, 7, 12, 6.76923)","(12, 4, 0, 12, 6.90909)",4,12,0,1
111558m,111556m,ツモ6m / 打8m,"(4, 2, 7, 12, 6.76923)","(12, 4, 0, 12, 6.90909)",4,12,0,1
111558m,111578m,ツモ7m / 打5m,"(4, 2, 7, 12, 6.76923)","(8, 2, 2, 12, 7.25)",4,8,0,1
111559m,111355m,ツモ3m / 打9m,"(4, 2, 7, 12, 6.76923)","(8, 3, 1, 12, 6.21429)",4,8,0,0
111559m,111455m,ツモ4m / 打9m,"(4, 2, 7, 12, 6.76923)","(12, 4, 0, 12, 6.90909)",4,12,0,1
111559m,111556m,ツモ6m / 打9m,"(4, 2, 7, 12, 6.76923)","(12, 4, 0, 12, 6.90909)",4,12,0,1
111559m,111557m,ツモ7m / 打9m,"(4, 2, 7, 12, 6.76923)","(8, 3, 1, 12, 6.46154)",4,8,0,0
111568m,111556m,ツモ5m / 打8m,"(8, 2, 2, 12, 6.5)","(12, 4, 0, 12, 6.90909)",8,12,1,1
111568m,111566m,ツモ6m / 打8m,"(8, 2, 2, 12, 6.5)","(12, 4, 0, 12, 6.90909)",8,12,1,1
111569m,111556m,ツモ5m / 打9m,"(8, 2, 2, 12, 6.46154)","(12, 4, 0, 12, 6.90909)",8,12,1,1
111569m,111566m,ツモ6m / 打9m,"(8, 2, 2, 12, 6.46154)","(12, 4, 0, 12, 6.90909)",8,12,1,1
111577m,111457m,ツモ4m / 打7m,"(8, 3, 1, 12, 6.46154)","(8, 2, 2, 12, 7.05882)",8,8,0,1
111577m,111778m,ツモ8m / 打5m,"(8, 3, 1, 12, 6.46154)","(12, 4, 0, 12, 6.90909)",8,12,0,1
111578m,111778m,ツモ7m / 打5m,"(8, 2, 2, 12, 7.25)","(12, 4, 0, 12, 6.90909)",8,12,1,1
111578m,111788m,ツモ8m / 打5m,"(8, 2, 2, 12, 7.25)","(12, 4, 0, 12, 6.54545)",8,12,1,1
111579m,111457m,ツモ4m / 打9m,"(8, 2, 0, 8, 5.75)","(8, 2, 2, 12, 7.05882)",8,8,0,1
111588m,111458m,ツモ4m / 打8m,"(4, 2, 6, 12, 6.15385)","(8, 2, 2, 12, 6.66667)",4,8,0,1
111588m,111568m,ツモ6m / 打8m,"(4, 2, 6, 12, 6.15385)","(8, 2, 2, 12, 6.5)",4,8,0,1
111588m,111788m,ツモ7m / 打5m,"(4, 2, 6, 12, 6.15385)","(12, 4, 0, 12, 6.54545)",4,12,0,1
111588m,111889m,ツモ9m / 打5m,"(4, 2, 6, 12, 6.15385)","(8, 3, 0, 8, 4.61538)",4,8,0,0
111589m,111458m,ツモ4m / 打9m,"(4, 1, 6, 8, 5.41176)","(8, 2, 2, 12, 6.66667)",4,8,0,1
111589m,111568m,ツモ6m / 打9m,"(4, 1, 6, 8, 5.41176)","(8, 2, 2, 12, 6.5)",4,8,0,1
111589m,111889m,ツモ8m / 打5m,"(4, 1, 6, 8, 5.41176)","(8, 3, 0, 8, 4.61538)",4,8,0,0
111589m,111899m,ツモ9m / 打5m,"(4, 1, 6, 8, 5.41176)","(8, 3, 0, 8, 4.30769)",4,8,0,0
111599m,111459m,ツモ4m / 打9m,"(4, 2, 5, 8, 5.53846)","(8, 2, 2, 12, 6.4)",4,8,0,1
111599m,111569m,ツモ6m / 打9m,"(4, 2, 5, 8, 5.53846)","(8, 2, 2, 12, 6.46154)",4,8,0,1
111599m,111799m,ツモ7m / 打5m,"(4, 2, 5, 8, 5.53846)","(8, 3, 0, 8, 4.92308)",4,8,0,0
111599m,111899m,ツモ8m / 打5m,"(4, 2, 5, 8, 5.53846)","(8, 3, 0, 8, 4.30769)",4,8,0,0
111668m,111566m,ツモ5m / 打8m,"(8, 3, 1, 12, 5.84615)","(12, 4, 0, 12, 6.90909)",8,12,0,1
111669m,111466m,ツモ4m / 打9m,"(4, 2, 6, 12, 6.66667)","(8, 3, 1, 12, 6.46154)",4,8,0,0
111669m,111566m,ツモ5m / 打9m,"(4, 2, 6, 12, 6.66667)","(12, 4, 0, 12, 6.90909)",4,12,0,1
111669m,111667m,ツモ7m / 打9m,"(4, 2, 6, 12, 6.66667)","(12, 4, 0, 12, 6.90909)",4,12,0,1
111669m,111668m,ツモ8m / 打9m,"(4, 2, 6, 12, 6.66667)","(8, 3, 1, 12, 5.84615)",4,8,0,0
111679m,111667m,ツモ6m / 打9m,"(8, 2, 2, 12, 6.66667)","(12, 4, 0, 12, 6.90909)",8,12,1,1
111679m,111677m,ツモ7m / 打9m,"(8, 2, 2, 12, 6.66667)","(12, 4, 0, 12, 6.90909)",8,12,1,1
111688m,111568m,ツモ5m / 打8m,"(8, 3, 0, 8, 5.23077)","(8, 2, 2, 12, 6.5)",8,8,0,1
111689m,111468m,ツモ4m / 打9m,"(4, 1, 7, 8, 5.55556)","(8, 2, 0, 8, 5.64706)",4,8,0,0
111689m,111568m,ツモ5m / 打9m,"(4, 1, 7, 8, 5.55556)","(8, 2, 2, 12, 6.5)",4,8,0,1
111689m,111668m,ツモ6m / 打9m,"(4, 1, 7, 8, 5.55556)","(8, 3, 1, 12, 5.84615)",4,8,0,0
111689m,111688m,ツモ8m / 打9m,"(4, 1, 7, 8, 5.55556)","(8, 3, 0, 8, 5.23077)",4,8,0,0
111689m,111899m,ツモ9m / 打6m,"(4, 1, 7, 8, 5.55556)","(8, 3, 0, 8, 4.30769)",4,8,0,0
111699m,111569m,ツモ5m / 打9m,"(4, 2, 4, 8, 5.33333)","(8, 2, 2, 12, 6.46154)",4,8,0,1
111699m,111679m,ツモ7m / 打9m,"(4, 2, 4, 8, 5.33333)","(8, 2, 2, 12, 6.66667)",4,8,0,1
111699m,111899m,ツモ8m / 打6m,"(4, 2, 4, 8, 5.33333)","(8, 3, 0, 8, 4.30769)",4,8,0,0
111779m,111677m,ツモ6m / 打9m,"(8, 3, 1, 12, 5.84615)","(12, 4, 0, 12, 6.90909)",8,12,0,1
111799m,111679m,ツモ6m / 打9m,"(8, 3, 0, 8, 4.92308)","(8, 2, 2, 12, 6.66667)",8,8,0,1
112223m,122234m,ツモ4m / 打1m,"(8, 4, 1, 10, 4.16667)","(10, 4, 1, 12, 5.36842)",8,10,0,1
112224m,112222m,ツモ2m / 打4m,"(4, 2, 5, 10, 5.61538)","(8, 3, 0, 4, 4)",4,8,0,0
112224m,122234m,ツモ3m / 打1m,"(4, 2, 5, 10, 5.61538)","(10, 4, 1, 12, 5.36842)",4,10,0,1
112224m,122245m,ツモ5m / 打1m,"(4, 2, 5, 10, 5.61538)","(8, 2, 2, 12, 6.46154)",4,8,0,1
112225m,112222m,ツモ2m / 打5m,"(4, 2, 5, 8, 5.28571)","(8, 3, 0, 4, 4)",4,8,0,0
112225m,112223m,ツモ3m / 打5m,"(4, 2, 5, 8, 5.28571)","(8, 4, 1, 10, 4.16667)",4,8,0,0
112225m,122245m,ツモ4m / 打1m,"(4, 2, 5, 8, 5.28571)","(8, 2, 2, 12, 6.46154)",4,8,0,1
112225m,122256m,ツモ6m / 打1m,"(4, 2, 5, 8, 5.28571)","(8, 2, 2, 12, 6.375)",4,8,0,1
112226m,112222m,ツモ2m / 打6m,"(4, 2, 4, 8, 4.93333)","(8, 3, 0, 4, 4)",4,8,0,0
112226m,112223m,ツモ3m / 打6m,"(4, 2, 4, 8, 4.93333)","(8, 4, 1, 10, 4.16667)",4,8,0,0
112226m,122256m,ツモ5m / 打1m,"(4, 2, 4, 8, 4.93333)","(8, 2, 2, 12, 6.375)",4,8,0,1
112226m,122267m,ツモ7m / 打1m,"(4, 2, 4, 8, 4.93333)","(8, 2, 2, 12, 6)",4,8,0,1
112227m,112222m,ツモ2m / 打7m,"(4, 2, 4, 8, 4.93333)","(8, 3, 0, 4, 4)",4,8,0,0
112227m,112223m,ツモ3m / 打7m,"(4, 2, 4, 8, 4.93333)","(8, 4, 1, 10, 4.16667)",4,8,0,0
112227m,122267m,ツモ6m / 打1m,"(4, 2, 4, 8, 4.93333)","(8, 2, 2, 12, 6)",4,8,0,1
112227m,122278m,ツモ8m / 打1m,"(4, 2, 4, 8, 4.93333)","(8, 2, 2, 12, 6.125)",4,8,0,1
112228m,112222m,ツモ2m / 打8m,"(4, 2, 3, 8, 4.71429)","(8, 3, 0, 4, 4)",4,8,0,0
112228m,112223m,ツモ3m / 打8m,"(4, 2, 3, 8, 4.71429)","(8, 4, 1, 10, 4.16667)",4,8,0,0
112228m,122278m,ツモ7m / 打1m,"(4, 2, 3, 8, 4.71429)","(8, 2, 2, 12, 6.125)",4,8,0,1
112229m,112222m,ツモ2m / 打9m,"(4, 2, 2, 8, 4.46154)","(8, 3, 0, 4, 4)",4,8,0,0
112229m,112223m,ツモ3m / 打9m,"(4, 2, 2, 8, 4.46154)","(8, 4, 1, 10, 4.16667)",4,8,0,0
112234m,112346m,ツモ6m / 打2m,"(7, 3, 5, 11, 5.4)","(8, 3, 1, 11, 6)",7,8,0,0
112234m,122234m,ツモ2m / 打1m,"(7, 3, 5, 11, 5.4)","(10, 4, 1, 12, 5.36842)",7,10,0,1
112234m,122345m,ツモ5m / 打1m,"(7, 3, 5, 11, 5.4)","(11, 4, 0, 11, 6.36842)",7,11,0,1
112235m,111223m,ツモ1m / 打5m,"(3, 1, 15, 12, 6.05263)","(12, 5, 0, 7, 4.66667)",3,12,0,1
112235m,112223m,ツモ2m / 打5m,"(3, 1, 15, 12, 6.05263)","(8, 4, 1, 10, 4.16667)",3,8,0,0
112235m,112356m,ツモ6m / 打2m,"(3, 1, 15, 12, 6.05263)","(8, 2, 2, 12, 6.70588)",3,8,0,1
112235m,122345m,ツモ4m / 打1m,"(3, 1, 15, 12, 6.05263)","(11, 4, 0, 11, 6.36842)",3,11,0,1
112235m,122355m,ツモ5m / 打1m,"(3, 1, 15, 12, 6.05263)","(4, 2, 10, 12, 6.8125)",3,4,0,0
112235m,122356m,ツモ6m / 打1m,"(3, 1, 15, 12, 6.05263)","(8, 2, 2, 12, 6.70588)",3,8,0,1
112235m,122357m,ツモ7m / 打1m,"(3, 1, 15, 12, 6.05263)","(4, 1, 13, 11, 6.13636)",3,4,0,0
112236m,111223m,ツモ1m / 打6m,"(3, 1, 16, 12, 5.71429)","(12, 5, 0, 7, 4.66667)",3,12,0,1
